1747, 714, 0, 1086, 270
1758, 826, 0, 787, 273
1778, 999, 0, 325, 278
1789, 1096, 0, 65, 282
771, 918, 0, 723, 123
1478, 911, 0, 645, 200
1480, 966, 0, 536, 201
620, 1138, 0, 504, 116
1428, 640, 0, 1156, 196
1229, 600, 0, 1176, 169
647, 711, 0, 953, 117
395, 617, 0, 1033, 105
